id,count
0,83.16984685762466
1,240.96246812556407
2,74.70204167072524
4,30.305626779334958
5,42.45683855774257
10,121.46768852568258
11,181.29556526813823
12,289.2315016286729
15,28.698403207814568
17,101.63028359656896
18,288.47240812887094
23,244.20102549319787
25,114.09187980895645
26,39.29361364685254
31,236.43779425803052
39,155.73906783525564
40,24.756403816020345
41,209.70990694445857
42,301.66160989817945
43,166.88390580594913
51,220.1150593863367
52,71.17548306839957
54,19.122412425115055
60,135.31996237044413
61,142.45280706848342
62,109.73574018837564
63,23.715303245435425
65,116.90553763858613
66,108.61659757574009
68,145.07631702733863
71,81.30518918897894
80,25.023486367430383
82,62.77832630616739
94,132.16050161937264
98,263.2501301034514
101,28.1163596575708
102,131.9269307639531
107,81.90043811791286
112,217.38444925878176
113,70.16801189043935
115,61.92999018369847
116,117.83952984740115
120,156.21778726443236
121,80.54843654275584
122,298.08864977447666
132,198.80669261636154
143,72.18887481233612
147,63.31834311257882
150,19.57392408967945
151,84.0393303925807
152,250.6481808890765
153,82.63499896179876
155,149.12851308158722
156,47.626204416858016
159,193.11767488901307
161,154.5780503502161
163,39.51733312109108
177,176.08015731168982
186,19.0920039122504
188,18.307405519896516
190,86.16132914973397
191,87.5611823316764
192,263.3431944339562
195,284.9115822001353
200,169.13376520405927
209,291.54287707136274
210,18.728197257037245
211,217.58500726789953
214,146.49152779233836
215,24.938028277761763
218,105.96640061198278
219,38.091852485295625
222,153.92577819727535
225,19.003970992271338
228,297.82104546473477
236,207.6489040638878
241,30.020703422423388
242,180.4596935491225
243,227.58934130355104
245,19.03437950513599
247,273.3899561331505
251,131.78624691811453
252,80.42056078133633
253,83.38603359473775
254,88.68965361147067
258,286.19408336732215
260,62.57450851196058
261,169.7574708928045
265,84.44580562763363
266,274.013653596197
267,282.2400039245378
269,173.32383532095776
270,62.7449258114666
275,104.50899192101583
278,39.50715783347029
279,83.04758545631408
286,86.85414265470727
287,24.628713542658797
288,198.80629238863776
289,168.75415776094624
293,19.293845395166443
294,169.9715799523899
297,48.8341951232008
302,107.3969454829137
303,62.326478870185205
304,42.636994074740194
307,102.76902801174835
309,19.03437950513599
311,175.77522907960295
312,141.79126526288974
314,198.74312735448683
315,227.38370939223847
319,181.91783712228138
322,112.7215780127452
323,62.970254917625965
325,124.6518284894532
327,264.43325216650754
330,39.195777638994606
332,202.40829394856425
333,19.293845395166443
338,104.92754166949317
341,101.79913123428119
345,219.0053276055931
348,128.02805276067238
349,39.51733312109108
350,117.55507758517051
352,62.442588084273275
355,16.365468440631457
356,196.08053947765018
358,62.78558000848172
363,124.69813508556669
369,166.2819339310498
371,19.57392408967945
372,148.3329728962974
375,289.6085083810688
380,123.60604138825462
388,39.4525803300225
391,135.79475753547516
392,268.18704107352147
393,305.1620996097954
394,168.48931262383635
396,24.938028277761763
401,29.35223015923646
407,84.0527975640396
409,83.4876903879781
410,112.04166908506372
416,124.04205271191556
418,119.89370435934174
420,156.16118975496795
421,200.98612763338826
422,125.34257530950653
424,289.5970479471997
428,292.3626537130806
429,233.18119931794857
431,174.56648940480568
435,17.043678514287418
